201109_5.0011.1/1	1333.2134	23.1176828123393	53.67148243572975
201109_5.0011.1/1	11.00357	23.11780560327689	53.67151541973802
201109_5.0011.1/4	11-00514	23.11998614039819	53.67060223880647
201109_5.0011.1/5	11.00360	23.12019255803219	53.67069586018207
201109_5.0011.1/5	11-00514	23.11998614039819	53.67060223880647
201109_5.0011.1/5	11.00381	23.12022625901879	53.670676159236315
201109_5.0011.1/6	37.1.904	23.117861881817355	53.67153057105827
201109_5.0011.1/6	37.1.905	23.117787045368406	53.671628684147805
201109_5.0011.1/6	11-00516	23.11925229893007	53.6711288947116
201109_5.0011.1/6	11-00517	23.119098682890655	53.67124610816035
201109_5.0011.1/6	11-00518	23.118876416865806	53.671339093752515
201109_5.0011.1/6	11-00519	23.118751385121477	53.67134095935516
201109_5.0011.1/6	P-5215	23.118260461367186	53.671741078930076
201109_5.0011.1/6	11.00357	23.11780560327689	53.67151541973802
201109_5.0011.1/6	37.1.907	23.11800998797776	53.67172809207281
201109_5.0011.1/6	37.1.908	23.118140207458772	53.67175322291707
201109_5.0011.1/7	11-00514	23.11998614039819	53.67060223880647
201109_5.0011.1/7	11-00515	23.119697000690497	53.67076033100513
201109_5.0011.1/8	11.00360	23.12019255803219	53.67069586018207
201109_5.0011.1/8	11-00523	23.120315512181065	53.67075004936811
201109_5.0011.1/8	11-00524	23.120340946056285	53.670727681773315
201109_5.0011.1/8	11.00381	23.12022625901879	53.670676159236315
201109_5.0011.1/9	36/53	23.119380245069458	53.67119767860399
201109_5.0011.1/9	11.00360	23.12019255803219	53.67069586018207
201109_5.0011.1/9	11-00514	23.11998614039819	53.67060223880647
201109_5.0011.1/9	11-00515	23.119697000690497	53.67076033100513
201109_5.0011.1/9	11-00516	23.11925229893007	53.6711288947116
201109_5.0011.1/9	11-00517	23.119098682890655	53.67124610816035
201109_5.0011.1/9	11-00518	23.118876416865806	53.671339093752515
201109_5.0011.1/9	11-00519	23.118751385121477	53.67134095935516
201109_5.0011.1/9	11-00523	23.120315512181065	53.67075004936811
201109_5.0011.1/9	11-00524	23.120340946056285	53.670727681773315
201109_5.0011.1/9	P-5215	23.118260461367186	53.671741078930076
201109_5.0011.112	11.00320	23.122259783952074	53.66760732532541
201109_5.0011.112	50	23.12197978624196	53.66751631300218
201109_5.0011.113/2	11-00522	23.1206772632048	53.67081093426701
201109_5.0011.113/2	11-00524	23.120340946056285	53.670727681773315
201109_5.0011.113/2	11.00380	23.12029152027583	53.670637819890096
201109_5.0011.113/2	11.00381	23.12022625901879	53.670676159236315
201109_5.0011.113/4	11.00380	23.12029152027583	53.670637819890096
201109_5.0011.113/4	11.00381	23.12022625901879	53.670676159236315
201109_5.0011.145/3	11.00374	23.122703384650716	53.667638342162704
201109_5.0011.145/3	11.00319	23.122311271280825	53.66753249131732
201109_5.0011.145/4	11.00373	23.123408469010684	53.66782879327253
201109_5.0011.145/4	11.00374	23.122703384650716	53.667638342162704
201109_5.0011.383/1	11.00372	23.123352470732524	53.667902336705225
201109_5.0011.383/1	11.00373	23.123408469010684	53.66782879327253
201109_5.0011.383/1	11.00374	23.122703384650716	53.667638342162704
201109_5.0011.383/1	11.00320	23.122259783952074	53.66760732532541
201109_5.0011.383/1	11.00319	23.122311271280825	53.66753249131732
201109_5.0011.383/2	11.00372	23.123352470732524	53.667902336705225
201109_5.0011.383/2	11.00373	23.123408469010684	53.66782879327253
