391	23.12440357125699	53.66425207544435
112	23.12103958213266	53.669117115141965
36/28	23.10406176321172	53.690835475350895
36/27	23.10262760428988	53.69079576037657
36/20	23.10347417843533	53.69078610495293
14/10	23.090603907833234	53.69713972895393
18/2	23.092242563359534	53.69615846225475
625/2	23.092588853200056	53.69659141625654
704	23.106542358740157	53.68113890287209
751/2	23.111476861757772	53.67633800596913
752/2	23.111369346206118	53.67673415698795
725/2	23.10888707880267	53.680052148814546
723/5	23.111451664562644	53.677728150356884
722/2	23.107408695477215	53.679280580096524
722/3	23.110025457206735	53.677996390712764
731/3	23.112797885379035	53.68046851632473
730/2	23.110146104092664	53.68131386319272
727/2	23.109720431887702	53.680160739757056
736/2	23.112275516388962	53.68312556997953
709/2	23.108452708957493	53.68318972897112
708/4	23.108248868227513	53.68243452615298
702/1	23.10689191390613	53.67950047450097
66/8	23.107704374633215	53.68660671772862
813/2	23.110185015363875	53.68573589138452
813/1	23.10738677644027	53.687017563804545
812/1	23.108872930050683	53.68636709453641
66/6	23.10891485462631	53.6863435940486
46/3	23.09631684198288	53.69355081026602
46/1	23.098956316605392	53.69244719835531
46/2	23.099673512510407	53.69245259113419
45/2	23.102099800874978	53.691652825177925
45/3	23.099914089808692	53.69274127104231
45/1	23.09715099694416	53.693890878227535
801/4	23.09190631075493	53.70258988379088
13/5	23.094028077603923	53.70148218464967
15/9	23.095073109240484	53.700786225687885
15/8	23.09471691242379	53.70116502655683
15/12	23.09494217820578	53.70054729259814
15/10	23.094284745930768	53.700108983609724
21/1	23.09530183251959	53.69773057930903
21/2	23.097215858474296	53.69889542655132
17/3	23.094067687586474	53.69769433980501
1154/2	23.09512030203159	53.697279783211464
35/2	23.09555250649115	53.69684651688003
35/1	23.094823584792053	53.69650736812849
36/1	23.09504853123062	53.69587049140952
36/2	23.096041807770437	53.69665521829931
1155/1	23.09521011419518	53.69560353060035
1155/2	23.09625268434269	53.696428659861354
38/1	23.09534701420659	53.695387602261285
38/2	23.096444468150512	53.696257713956996
39/1	23.095652597892634	53.69495027907672
39/2	23.096916209711342	53.69595004798559
1156/1	23.096172826929205	53.69430516061464
1156/2	23.09732472566347	53.69525605325736
60/20	23.105536296905232	53.6880608949012
811/1	23.106044179907972	53.687799784847975
66/7	23.110606510760697	53.68572334171185
812/2	23.109005744725973	53.68646795987597
15/7	23.09527239327145	53.701139794502915
