0011.1/1	0	23.11822253724596	53.67136869667172
0011.1/1	1	23.11891859120364	53.67094959894133
0011.1/1	2	23.117682812339243	53.67148243572975
0011.1/1	3	23.11780560327689	53.67151541973802
0011.1/1	4	23.11822253724596	53.67136869667172
0011.1/1	5	23.11822253724596	53.67136869667172
0011.1/4	0	23.12002252169344	53.67058462435354
0011.1/4	1	23.11987290344279	53.67051747902828
0011.1/4	2	23.119854675527076	53.67054259523316
0011.1/4	3	23.11998614039819	53.670602238806445
0011.1/4	4	23.12002252169344	53.67058462435354
0011.1/4	5	23.12002252169344	53.67058462435354
0011.1/5	0	23.120226259018764	53.67067615923631
0011.1/5	1	23.12002252169344	53.67058462435354
0011.1/5	2	23.11998614039819	53.670602238806445
0011.1/5	3	23.120192558032162	53.67069586018207
0011.1/5	4	23.120226259018764	53.67067615923631
0011.1/5	5	23.120226259018764	53.67067615923631
0011.1/6	0	23.119098682890627	53.671246108160325
0011.1/6	1	23.11925229893007	53.67112889471159
0011.1/6	2	23.11891859120364	53.67094959894133
0011.1/6	3	23.11822253724596	53.67136869667172
0011.1/6	4	23.11780560327689	53.67151541973802
0011.1/6	5	23.117861881817326	53.67153057105827
0011.1/6	6	23.11778704536835	53.671628684147784
0011.1/6	7	23.11800998797776	53.67172809207278
0011.1/6	8	23.118140207458744	53.67175322291707
0011.1/6	9	23.11826046136713	53.671741078930076
0011.1/6	10	23.11875138512145	53.67134095935515
0011.1/6	11	23.11887641686575	53.67133909375251
0011.1/6	12	23.119098682890627	53.671246108160325
0011.1/6	13	23.119098682890627	53.671246108160325
0011.1/7	0	23.119697000690497	53.67076033100511
0011.1/7	1	23.11998614039819	53.670602238806445
0011.1/7	2	23.119854675527076	53.67054259523316
0011.1/7	3	23.119697000690497	53.67076033100511
0011.1/7	4	23.119697000690497	53.67076033100511
0011.1/8	0	23.120340946056256	53.67072768177331
0011.1/8	1	23.120226259018764	53.67067615923631
0011.1/8	2	23.120192558032162	53.67069586018207
0011.1/8	3	23.120315512181037	53.67075004936809
0011.1/8	4	23.120340946056256	53.67072768177331
0011.1/8	5	23.120340946056256	53.67072768177331
0011.1/9	0	23.1202535913668	53.67225507944635
0011.1/9	1	23.121118431116088	53.67107673857183
0011.1/9	2	23.120340946056256	53.67072768177331
0011.1/9	3	23.120315512181037	53.67075004936809
0011.1/9	4	23.120192558032162	53.67069586018207
0011.1/9	5	23.11998614039819	53.670602238806445
0011.1/9	6	23.119697000690497	53.67076033100511
0011.1/9	7	23.119380245069458	53.67119767860399
0011.1/9	8	23.11925229893007	53.67112889471159
0011.1/9	9	23.119098682890627	53.671246108160325
0011.1/9	10	23.11887641686575	53.67133909375251
0011.1/9	11	23.11875138512145	53.67134095935515
0011.1/9	12	23.11826046136713	53.671741078930076
0011.1/9	13	23.118499754820384	53.67171696137233
0011.1/9	14	23.118599172875143	53.671738809810755
0011.1/9	15	23.118709975095936	53.67198377010699
0011.1/9	16	23.118705519253936	53.67199425073096
0011.1/9	17	23.118587580274387	53.67210570556303
0011.1/9	18	23.118523413832374	53.67220740210318
0011.1/9	19	23.118841791988807	53.672338511961584
0011.1/9	20	23.118875002089595	53.67236418619271
0011.1/9	21	23.118920286816138	53.67236236277175
0011.1/9	22	23.1192336936503	53.67228936695313
0011.1/9	23	23.119444706519037	53.67215568203383
0011.1/9	24	23.119910814799738	53.67200203614605
0011.1/9	25	23.120022205166986	53.67203762983196
0011.1/9	26	23.1202535913668	53.67225507944635
0011.1/9	27	23.1202535913668	53.67225507944635
0011.112	0	23.11987290344279	53.67051747902828
0011.112	1	23.119932167200027	53.67047648990915
0011.112	2	23.1202521244886	53.67025536332852
0011.112	3	23.120463937857988	53.67013345392611
0011.112	4	23.120706942658895	53.66984337879826
0011.112	5	23.122259783952074	53.667607325325406
0011.112	6	23.121979786241933	53.66751631300218
0011.112	7	23.1216615882628	53.667974413395
0011.112	8	23.121358204439137	53.66841105563901
0011.112	9	23.121091465235466	53.66879521925074
0011.112	10	23.12064596007892	53.66943650209155
0011.112	11	23.12041509089265	53.66976880977011
0011.112	12	23.11987290344279	53.67051747902828
0011.112	13	23.11987290344279	53.67051747902828
0011.113/2	0	23.121118431116088	53.67107673857183
0011.113/2	1	23.121878815314062	53.67142647359139
0011.113/2	2	23.121180319531742	53.67243656803994
0011.113/2	3	23.121259658263792	53.67246356854163
