1549	21.804615691365672	49.621972123242166
1260	21.796977142281975	49.6248667546806
3476	21.849325629407275	49.64923049842678
2715/15	21.82765529860857	49.62170660206221
1261	21.797358409164186	49.62476679225429
2715/12	21.828087431023373	49.62229747085018
2716	21.82770952813121	49.6221053642269
2714/11	21.828839263002077	49.622266778210886
2794	21.83265722952487	49.62841536536527
1564	21.781764884253004	49.62660686638917
1336	21.79012279117837	49.626475851933584
1697	21.788884687023074	49.62406139147254
1641	21.788177640334418	49.6257836544625
1559	21.780288898827624	49.62713291211908
1669/2	21.786118594403458	49.6246484490848
1583	21.78089525947577	49.62566171101646
1656	21.785136196962686	49.62594149250433
1330	21.790708547978948	49.62569059414663
70	21.845240502348506	49.63497317673385
69	21.844803386336288	49.6345290215019
85	21.845348795792592	49.633308394539135
1006	21.858075927544274	49.67042655783343
1047/2	21.86314404877822	49.674098332954834
1002	21.85575279374416	49.66768357366042
963	21.858529318446884	49.67387834989165
1052/1	21.86327088746547	49.674476347737574
1259/1	21.79645901719005	49.62495556342805
2865	21.830053007555076	49.62437904294769
2714/12	21.82825325109293	49.62230199442913
2717	21.82839627200514	49.62229000097055
3070	21.830935077486874	49.62316164286358
1259/2	21.79663500876554	49.62489577044677
2195	21.82424971064032	49.62595865911199
155	21.839565190223386	49.628921576884984
81	21.84645196925193	49.63338346392036
31	21.84882141636756	49.63891045995739
191	21.836984745613126	49.62716004909545
192	21.836916599551664	49.62696820538492
2837	21.835129073307606	49.627621516030395
2836	21.834366520393345	49.62802868178823
2219/2	21.82558759635301	49.624415200594356
215	21.83672867922086	49.623674667086746
960	21.85597275510091	49.670350991622215
4391/4	21.846987452130826	49.67220814354911
965	21.85696745781541	49.67119556477086
1037/7	21.863067378519478	49.67415667686904
927	21.85239033700196	49.667868204117696
71	21.845332268139014	49.634971023065724
4954	21.85138754492119	49.67099965586745
4700/1	21.846100342580556	49.67067671310925
5438	21.851366937898327	49.65815839344283
5040/1	21.851284184685564	49.66056544282458
5424	21.85181645741506	49.65980783246085
5430	21.852631364933096	49.65905380348192
5425	21.851788877267794	49.659720949397155
4830/2	21.847199881102764	49.67091621858581
5427	21.85155980124178	49.659524274382576
4810	21.849698488002897	49.67092924759078
4950/1	21.849390028256078	49.6703397588649
5038	21.851255703705522	49.66095113226422
4953	21.8511164986657	49.67090584054894
1581	21.778969568276672	49.62622678502037
5125	21.854743668419776	49.64428902959526
4789	21.850949357701925	49.67087015750718
5150	21.850323263777934	49.65899861715509
4812	21.8496004016745	49.67057033940944
1576/1	21.77935752996189	49.62667052999228
4811	21.84937568328988	49.670712709959716
1577/1	21.779249852412416	49.62654325565936
1580/1	21.779282648144743	49.62625120396327
1718	21.79120926332132	49.62480543035526
2765	21.829394336491315	49.62425392102048
4831/2	21.846640974960582	49.67035382168579
4132/6	21.85677831206858	49.65824009273772
5426	21.851737641844935	49.65964426623597
4994	21.85126782652363	49.66488501533039
1566/1	21.779557230906967	49.62705277830056
1569/1	21.779587002255656	49.62689274745831
1328/4	21.791775406660946	49.62509527908672
1570/1	21.77961392569502	49.62670674929718
881/2	21.795089856270984	49.62242400646664
4385/1	21.845560180731955	49.67085874169087
1569/2	21.78026186354048	49.6267129944834
1570/2	21.78037462217033	49.62653581408083
1576/2	21.780199250007435	49.62644271641468
1577/2	21.78009943942933	49.62630302603213
1580/2	21.779921984155767	49.62611961870448
3088/1	21.83036648460081	49.62181873793551
3081/1	21.83073070839578	49.62197388749208
1320/5	21.791822655309176	49.62342201825912
1320/6	21.792150440703377	49.62353352296842
1320/7	21.791986801373717	49.6232310320069
1320/8	21.792466656806383	49.62390128439005
1320/9	21.79210035247899	49.623210248194844
1566/2	21.78068350591072	49.626747962681776
3084/2	21.832674009754605	49.618397652941425
2697/2	21.82584310737333	49.62431774944349
862/3	21.85152645732863	49.66993962257266
2332/2	21.816846777350214	49.62098808601888
2723/2	21.826293627153778	49.6242246607881
2723/1	21.8283164924895	49.6237254970361
882/3	21.85240599238035	49.66986553288284
991/2	21.85976367459178	49.673960683547705
1016/15	21.86161420204899	49.6744279016729
1332/2	21.79205573106524	49.6260788703785
32/2	21.848786539641296	49.638747468265244
32/1	21.849895870440474	49.63855859344437
2226/1	21.824927502345616	49.622268642813125
5050/1	21.853483159593022	49.64626367970952
5050/5	21.85418310023208	49.64383453668437
845/1	21.79859466326217	49.62393295163824
845/2	21.80013608071614	49.62316815951613
2870/2	21.830781839288385	49.62352259797677
2894/5	21.837780858267582	49.62924126132405
4819/2	21.847607424695237	49.670651484273336
4833/3	21.846088329569344	49.669776539809675
4834/4	21.846521637491033	49.6696429915198
4834/3	21.84592201445806	49.669584205956546
4835/2	21.84649455668323	49.66951510099019
4835/1	21.845893776772265	49.66944040821534
4836/2	21.846498612690954	49.66940078528333
4836/1	21.84586144326998	49.66932280658494
2225/2	21.82481185819958	49.6234408846675
4388/1	21.847113429822922	49.67152343919532
4706/4	21.848971458623517	49.673588515397306
4706/3	21.846958191752723	49.67109130392743
4819/3	21.84761857867083	49.67128991176648
4819/1	21.847384083906054	49.671306374588454
4829/1	21.84705975772908	49.67041738839567
4829/2	21.847023726325965	49.66999521621502
4833/4	21.846541562495386	49.669861437036474
4424/2	21.832513956387558	49.67271000236328
4424/1	21.845887967819454	49.67078926870925
4385/5	21.846249568898177	49.67094533227904
4385/6	21.845711411610317	49.67094580207398
4386/3	21.846613760394234	49.67105034720552
4387/2	21.846653441192792	49.671332759882766
4387/1	21.84693984887465	49.671329361630335
4388/2	21.846804288427883	49.67168265250738
842	21.795638430843994	49.623827330938965
883	21.79504839800389	49.6221896931703
882	21.79517210864614	49.622195812187115
843	21.796696081733934	49.62397422271587
1566/3	21.779872713626986	49.62696761362311
1698	21.790500212330233	49.62401292008652
1643	21.790921546048473	49.6251717020211
1548	21.784000798618987	49.625330501857285
4698	21.844611079511385	49.66982666347761
1582	21.78095843064544	49.62574531386677
5440	21.850882017720338	49.65790371228904
4385/3	21.845298600597964	49.67093735170537
1324	21.792222404670838	49.62447011844531
1668	21.784998529662882	49.62524398281978
1323	21.792017199604835	49.62437800708335
4965	21.84913897087031	49.668427016244046
1325	21.792326364534894	49.62458041161892
1337	21.79207853579145	49.626044635168654
1549	21.78327863839485	49.62600973525509
1662	21.79069549903285	49.62428583848753
1547	21.783893117617	49.62562171330417
1327	21.792339740058857	49.62484216335222
4809/2	21.849723596710422	49.67138566798926
1328/1	21.791938859947944	49.62517373909646
1665	21.78555518640965	49.62540003731451
1648	21.790062540824607	49.624763491989825
1335	21.792074165373915	49.62596279410584
1326	21.79221928106811	49.62472627326553
1667	21.786047712874986	49.624803860285226
1322	21.792420430124867	49.62418898104793
5024	21.848842263828722	49.659828190675675
1567	21.781648697499698	49.626497995139665
4786/3	21.85100091814955	49.671832173163835
1647	21.790253852776402	49.624876068231345
3356	21.852416683408155	49.656026886685545
2724	21.827225481048668	49.623558091378946
1661	21.790474513771578	49.62453538838368
2874/2	21.83238066420966	49.62443736721651
2719	21.828864798942224	49.62276083445436
4808	21.849402607596346	49.671379705550024
3452	21.852918569379327	49.649962908989245
