180707_2.0006.1549	0	21.803501682680476	49.62132983780285
180707_2.0006.1549	1	21.803934031351208	49.62165575908222
180707_2.0006.1549	2	21.80419322164665	49.62183784275674
180707_2.0006.1549	3	21.804578541488503	49.62208100334629
180707_2.0006.1549	4	21.804791319889528	49.62220127435328
180707_2.0006.1549	5	21.80533960947004	49.62249814979097
180707_2.0006.1549	6	21.805705758215463	49.622694412462735
180707_2.0006.1549	7	21.805793565470026	49.62263058839626
180707_2.0006.1549	8	21.805852193959364	49.62258513097812
180707_2.0006.1549	9	21.80586924417593	49.62256990593169
180707_2.0006.1549	10	21.805324591481618	49.622258800529416
180707_2.0006.1549	11	21.804972875153165	49.62205614197537
180707_2.0006.1549	12	21.80467331086701	49.62188522086533
180707_2.0006.1549	13	21.804405371713578	49.6217183054144
180707_2.0006.1549	14	21.803748063855117	49.62125511337443
180707_2.0006.1549	15	21.803722785604414	49.6212581662803
180707_2.0006.1549	16	21.803501682680476	49.62132983780285
180707_2.0006.1549	17	21.803501682680476	49.62132983780285
180707_2.0006.1260	0	21.79658912486052	49.624719980367075
180707_2.0006.1260	1	21.796855300870593	49.62501703833043
180707_2.0006.1260	2	21.79712246655581	49.625315167882874
180707_2.0006.1260	3	21.797182302578307	49.62528364398468
180707_2.0006.1260	4	21.797439047674054	49.625104286253396
180707_2.0006.1260	5	21.79699479102297	49.624590672614126
180707_2.0006.1260	6	21.796600001379712	49.62471639869488
180707_2.0006.1260	7	21.79658912486052	49.624719980367075
180707_2.0006.1260	8	21.79658912486052	49.624719980367075
180707_2.0006.3476	0	21.844856286776896	49.65429409152157
180707_2.0006.3476	1	21.84494390970437	49.654339310531974
180707_2.0006.3476	2	21.844956824358565	49.654325278927566
180707_2.0006.3476	3	21.845693600551115	49.6535791516536
180707_2.0006.3476	4	21.84584741362416	49.653423907856904
180707_2.0006.3476	5	21.846000275061254	49.65326974982466
180707_2.0006.3476	6	21.846250602243938	49.6530256801425
180707_2.0006.3476	7	21.84634275804244	49.65293301995765
180707_2.0006.3476	8	21.84651617896907	49.6527586591207
180707_2.0006.3476	9	21.846548440188467	49.65272623243541
180707_2.0006.3476	10	21.846578244616513	49.65269589182918
180707_2.0006.3476	11	21.84677382401608	49.65249763009908
180707_2.0006.3476	12	21.846848118023345	49.652421285455176
180707_2.0006.3476	13	21.84697433983759	49.65228863161874
180707_2.0006.3476	14	21.847274382245587	49.652004991516485
180707_2.0006.3476	15	21.847292812401314	49.65198165767784
180707_2.0006.3476	16	21.84744935103104	49.651832416283774
180707_2.0006.3476	17	21.847486552617973	49.65177351713274
180707_2.0006.3476	18	21.847506366877575	49.651742170381816
180707_2.0006.3476	19	21.847721515437726	49.65147497610923
180707_2.0006.3476	20	21.847911136600437	49.651245194626995
180707_2.0006.3476	21	21.848053162681552	49.65103410481734
