ID dzialki	vertex_index	x	y
140903_5.0007.204/7	8	21.630501697152738	51.19007465219677
140903_5.0007.204/7	9	21.6304952869448	51.1900976097542
140903_5.0007.204/7	10	21.63105987059724	51.190177987867756
140903_5.0007.204/6	0	21.63140047661499	51.18942400569314
140903_5.0007.204/6	1	21.63143754931107	51.189341912020915
140903_5.0007.204/6	2	21.631401487229915	51.18934093800697
140903_5.0007.204/6	3	21.631381270668136	51.189337541228156
140903_5.0007.204/6	4	21.631355193917553	51.1893659087171
140903_5.0007.204/6	5	21.631268757878203	51.18941581689802
140903_5.0007.204/6	6	21.631268347241875	51.189438112872615
140903_5.0007.204/6	7	21.631353100206248	51.18943253160996
140903_5.0007.204/6	8	21.63140047661499	51.18942400569314
140903_5.0007.204/5	0	21.630720373871544	51.189808915044765
140903_5.0007.204/5	1	21.631027127549626	51.18948786703108
140903_5.0007.204/5	2	21.631251054086263	51.18943928490242
140903_5.0007.204/5	3	21.631268347241875	51.189438112872615
140903_5.0007.204/5	4	21.631268757878203	51.18941581689802
140903_5.0007.204/5	5	21.631355193917553	51.1893659087171
140903_5.0007.204/5	6	21.631381270668136	51.189337541228156
140903_5.0007.204/5	7	21.631008350495254	51.18927563822183
140903_5.0007.204/5	8	21.630584930407576	51.189569807399586
140903_5.0007.204/5	9	21.63035611184757	51.19007777386546
140903_5.0007.204/5	10	21.6304952869448	51.1900976097542
140903_5.0007.204/5	11	21.630501697152738	51.19007465219677
140903_5.0007.204/5	12	21.630729724683448	51.189844193051826
140903_5.0007.204/5	13	21.630720373871544	51.189808915044765
140903_5.0007.203/6	0	21.63067576553143	51.191634186896565
140903_5.0007.203/6	1	21.631306891548586	51.190248930235086
140903_5.0007.203/6	2	21.63116917923799	51.19023151456277
140903_5.0007.203/6	3	21.630485452764148	51.19013173263924
140903_5.0007.203/6	4	21.63047726761973	51.19016090245783
140903_5.0007.203/6	5	21.63036860456913	51.190144138357375
140903_5.0007.203/6	6	21.630023318485687	51.19100763368323
140903_5.0007.203/6	7	21.62991098684483	51.19128852846983
140903_5.0007.203/6	8	21.629786612741196	51.19150467426794
140903_5.0007.203/6	9	21.63008390364718	51.19154793090609
140903_5.0007.203/6	10	21.63045372659105	51.19160176308217
140903_5.0007.203/6	11	21.63067576553143	51.191634186896565
140903_5.0007.203/5	0	21.63047726761973	51.19016090245783
140903_5.0007.203/5	1	21.630485452764148	51.19013173263924
140903_5.0007.203/5	2	21.630379669026183	51.19011630144646
140903_5.0007.203/5	3	21.63036860456913	51.190144138357375
140903_5.0007.203/5	4	21.63047726761973	51.19016090245783
140903_5.0007.201/4	0	21.63036860456913	51.190144138357375
140903_5.0007.201/4	1	21.630379669026183	51.19011630144646
140903_5.0007.201/4	2	21.630123810921862	51.19007902513798
140903_5.0007.201/4	3	21.629881874899997	51.190548766345046
140903_5.0007.201/4	4	21.629802519025535	51.19068808000539
140903_5.0007.201/4	5	21.629606254383134	51.190909017389735
140903_5.0007.201/4	6	21.62968920760272	51.19092861738884
140903_5.0007.201/4	7	21.629797994789214	51.19095437086903
140903_5.0007.201/4	8	21.630023318485687	51.19100763368323
140903_5.0007.201/4	9	21.63036860456913	51.190144138357375
140903_5.0007.201/3	0	21.62991098684483	51.19128852846983
140903_5.0007.201/3	1	21.630023318485687	51.19100763368323
140903_5.0007.201/3	2	21.629797994789214	51.19095437086903
140903_5.0007.201/3	3	21.62904067835066	51.192321779407386
140903_5.0007.201/3	4	21.62878128195425	51.192908294562216
140903_5.0007.201/3	5	21.62878638462256	51.193115023630966
140903_5.0007.201/3	6	21.628854218941843	51.1930746561923
140903_5.0007.201/3	7	21.629282945264816	51.192379177581124
140903_5.0007.201/3	8	21.629786612741196	51.19150467426794
140903_5.0007.201/3	9	21.62991098684483	51.19128852846983
140903_5.0007.200/6	0	21.629797994789214	51.19095437086903
140903_5.0007.200/6	1	21.62968920760272	51.19092861738884
140903_5.0007.200/6	2	21.629428616360922	51.19133175650689
140903_5.0007.200/6	3	21.628984255771233	51.192128450751525
140903_5.0007.200/6	4	21.628897856504803	51.19210805972795
140903_5.0007.200/6	5	21.62885312210419	51.19218480007379
140903_5.0007.200/6	6	21.628766730217787	51.19233314021005
140903_5.0007.200/6	7	21.62878128195425	51.192908294562216
140903_5.0007.200/6	8	21.62904067835066	51.192321779407386
140903_5.0007.200/6	9	21.629797994789214	51.19095437086903
140903_5.0007.200/5	0	21.628984255771233	51.192128450751525
140903_5.0007.200/5	1	21.629428616360922	51.19133175650689
140903_5.0007.200/5	2	21.62968920760272	51.19092861738884
140903_5.0007.200/5	3	21.629606254383134	51.190909017389735
140903_5.0007.200/5	4	21.62958278354457	51.190939797592286
140903_5.0007.200/5	5	21.629344367172287	51.19134308688276
140903_5.0007.200/5	6	21.628897856504803	51.19210805972795
140903_5.0007.200/5	7	21.628984255771233	51.192128450751525
140903_5.0007.200/4	0	21.628766730217787	51.19233314021005
140903_5.0007.200/4	1	21.62885312210419	51.19218480007379
140903_5.0007.200/4	2	21.628897856504803	51.19210805972795
140903_5.0007.200/4	3	21.62885925036515	51.19209900812824
140903_5.0007.200/4	4	21.628764829632868	51.192256560618695
140903_5.0007.200/4	5	21.628766730217787	51.19233314021005
140903_5.0007.200/3	0	21.628897856504803	51.19210805972795
140903_5.0007.200/3	1	21.629344367172287	51.19134308688276
140903_5.0007.200/3	2	21.62958278354457	51.190939797592286
140903_5.0007.200/3	3	21.629606254383134	51.190909017389735
140903_5.0007.200/3	4	21.62957697643267	51.19090207329137
140903_5.0007.200/3	5	21.62885925036515	51.19209900812824
140903_5.0007.200/3	6	21.628897856504803	51.19210805972795
140903_5.0007.196	0	21.6300967486353	51.19003521262505
140903_5.0007.196	1	21.630365719106717	51.18958663019946
140903_5.0007.196	2	21.630649880339185	51.18943389690729
140903_5.0007.196	3	21.630905353046654	51.18929650973198
140903_5.0007.196	4	21.63112333681231	51.189179460514104
140903_5.0007.196	5	21.63075727242832	51.18920049206771
140903_5.0007.196	6	21.63068981566527	51.18923654369389
140903_5.0007.196	7	21.63058529280495	51.189292391984516
140903_5.0007.196	8	21.63047722325013	51.189298008440744
140903_5.0007.196	9	21.630192315528415	51.18955331460304
140903_5.0007.196	10	21.630090097830877	51.18966290675109
140903_5.0007.196	11	21.630027561840418	51.189766172338174
140903_5.0007.196	12	21.62988010715532	51.19000986030186
140903_5.0007.196	13	21.6300967486353	51.19003521262505
140903_5.0007.195/2	0	21.62793836539113	51.19363476089593
140903_5.0007.195/2	1	21.628764829632868	51.192256560618695
140903_5.0007.195/2	2	21.62885925036515	51.19209900812824
140903_5.0007.195/2	3	21.628646841060604	51.192048909878785
140903_5.0007.195/2	4	21.627904865347983	51.19327518442054
140903_5.0007.195/2	5	21.627550336132902	51.19388459082076
140903_5.0007.195/2	6	21.627764744635495	51.19392335367538
140903_5.0007.195/2	7	21.62793836539113	51.19363476089593
140903_5.0007.195/1	0	21.62957697643267	51.19090207329137
140903_5.0007.195/1	1	21.630076330259726	51.19006948236729
140903_5.0007.195/1	2	21.6300967486353	51.19003521262505
140903_5.0007.195/1	3	21.62988010715532	51.19000986030186
140903_5.0007.195/1	4	21.62985730347389	51.19004755882534
140903_5.0007.195/1	5	21.62876394746385	51.19185536781014
140903_5.0007.195/1	6	21.628646841060604	51.192048909878785
140903_5.0007.195/1	7	21.62885925036515	51.19209900812824
140903_5.0007.195/1	8	21.62957697643267	51.19090207329137
140903_5.0007.194/7	0	21.63047722325013	51.189298008440744
140903_5.0007.194/7	1	21.630392783035138	51.18929504743635
140903_5.0007.194/7	2	21.630125149871642	51.18928561187901
140903_5.0007.194/7	3	21.630055249405796	51.189310349630546
140903_5.0007.194/7	4	21.629623554176657	51.18930215584251
140903_5.0007.194/7	5	21.6296133961907	51.18964848289718
140903_5.0007.194/7	6	21.629823633559653	51.1896449242588
140903_5.0007.194/7	7	21.629818618663947	51.18977026374056
140903_5.0007.194/7	8	21.629993238012855	51.189766806625045
140903_5.0007.194/7	9	21.630090097830877	51.18966290675109
140903_5.0007.194/7	10	21.630192315528415	51.18955331460304
140903_5.0007.194/7	11	21.63047722325013	51.189298008440744
140903_5.0007.194/6	0	21.630055249405796	51.189310349630546
140903_5.0007.194/6	1	21.630125149871642	51.18928561187901
140903_5.0007.194/6	2	21.62962452034642	51.189268080746885
140903_5.0007.194/6	3	21.629623554176657	51.18930215584251
140903_5.0007.194/6	4	21.630055249405796	51.189310349630546
140903_5.0007.194/3	0	21.62988010715532	51.19000986030186
140903_5.0007.194/3	1	21.630027561840418	51.189766172338174
140903_5.0007.194/3	2	21.630090097830877	51.18966290675109
140903_5.0007.194/3	3	21.629993238012855	51.189766806625045
140903_5.0007.194/3	4	21.629917949434525	51.18984757737574
140903_5.0007.194/3	5	21.62981092372168	51.190013828487515
140903_5.0007.194/3	6	21.62988010715532	51.19000986030186
140903_5.0007.194/11	0	21.63038859050717	51.18922890790146
140903_5.0007.194/11	1	21.629626155850442	51.18920964072455
140903_5.0007.194/11	2	21.62962452034642	51.189268080746885
140903_5.0007.194/11	3	21.630125149871642	51.18928561187901
140903_5.0007.194/11	4	21.630392783035138	51.18929504743635
140903_5.0007.194/11	5	21.63038859050717	51.18922890790146
140903_5.0007.194/10	0	21.63068981566527	51.18923654369389
140903_5.0007.194/10	1	21.63038859050717	51.18922890790146
140903_5.0007.194/10	2	21.630392783035138	51.18929504743635
140903_5.0007.194/10	3	21.63047722325013	51.189298008440744
140903_5.0007.194/10	4	21.63058529280495	51.189292391984516
140903_5.0007.194/10	5	21.63068981566527	51.18923654369389
140903_5.0007.194/1	0	21.62981092372168	51.190013828487515
140903_5.0007.194/1	1	21.629917949434525	51.18984757737574
140903_5.0007.194/1	2	21.629993238012855	51.189766806625045
140903_5.0007.194/1	3	21.629818618663947	51.18977026374056
140903_5.0007.194/1	4	21.629823633559653	51.1896449242588
140903_5.0007.194/1	5	21.6296133961907	51.18964848289718
140903_5.0007.194/1	6	21.629602375725845	51.190026007849966
140903_5.0007.194/1	7	21.62981092372168	51.190013828487515
140903_5.0007.193/6	0	21.629623554176657	51.18930215584251
140903_5.0007.193/6	1	21.629403468736246	51.18927574244295
140903_5.0007.193/6	2	21.629160166123242	51.1892671626306
140903_5.0007.193/6	3	21.62916140802975	51.189253312248134
140903_5.0007.193/6	4	21.62912147786232	51.18925190886029
140903_5.0007.193/6	5	21.629122060105246	51.18959934674299
140903_5.0007.193/6	6	21.62892693750708	51.18959931700371
140903_5.0007.193/6	7	21.628922987483193	51.190065799110165
140903_5.0007.193/6	8	21.629602375725845	51.190026007849966
140903_5.0007.193/6	9	21.6296133961907	51.18964848289718
140903_5.0007.193/6	10	21.629623554176657	51.18930215584251
140903_5.0007.193/5	0	21.62951261656609	51.18926526689124
140903_5.0007.193/5	1	21.62916140802975	51.189253312248134
140903_5.0007.193/5	2	21.629160166123242	51.1892671626306
140903_5.0007.193/5	3	21.629403468736246	51.18927574244295
140903_5.0007.193/5	4	21.629623554176657	51.18930215584251
140903_5.0007.193/5	5	21.62962452034642	51.189268080746885
140903_5.0007.193/5	6	21.62951261656609	51.18926526689124
140903_5.0007.193/1	0	21.62962452034642	51.189268080746885
140903_5.0007.193/1	1	21.629626155850442	51.18920964072455
140903_5.0007.193/1	2	21.62951754335083	51.18920689905689
140903_5.0007.193/1	3	21.628930478515837	51.189186863463966
140903_5.0007.193/1	4	21.628929987675107	51.18924538721646
140903_5.0007.193/1	5	21.62912147786232	51.18925190886029
140903_5.0007.193/1	6	21.62916140802975	51.189253312248134
140903_5.0007.193/1	7	21.62951261656609	51.18926526689124
140903_5.0007.193/1	8	21.62962452034642	51.189268080746885
140903_5.0007.191/5	0	21.62939652142741	51.19058248154667
140903_5.0007.191/5	1	21.629496385262836	51.190509849195266
140903_5.0007.191/5	2	21.62954517952435	51.190426794140876
140903_5.0007.191/5	3	21.62959336985823	51.19035192268374
140903_5.0007.191/5	4	21.62958129393945	51.190337065230146
140903_5.0007.191/5	5	21.629686866290605	51.19016902427863
140903_5.0007.191/5	6	21.629786692008505	51.19005171447219
140903_5.0007.191/5	7	21.628773255232286	51.1900900662297
140903_5.0007.191/5	8	21.628767125765904	51.191626390342584
140903_5.0007.191/5	9	21.628976731063872	51.19128150855146
140903_5.0007.191/5	10	21.628987583567852	51.19122751372029
140903_5.0007.191/5	11	21.6291158743139	51.191015123262815
140903_5.0007.191/5	12	21.62939652142741	51.19058248154667
140903_5.0007.191/4	0	21.62959336985823	51.19035192268374
140903_5.0007.191/4	1	21.629786692008505	51.19005171447219
140903_5.0007.191/4	2	21.629686866290605	51.19016902427863
140903_5.0007.191/4	3	21.62958129393945	51.190337065230146
140903_5.0007.191/4	4	21.62959336985823	51.19035192268374
140903_5.0007.191/3	0	21.629496385262836	51.190509849195266
140903_5.0007.191/3	1	21.62939652142741	51.19058248154667
140903_5.0007.191/3	2	21.6291158743139	51.191015123262815
140903_5.0007.191/3	3	21.628987583567852	51.19122751372029
140903_5.0007.191/3	4	21.628976731063872	51.19128150855146
140903_5.0007.191/3	5	21.628767125765904	51.191626390342584
140903_5.0007.191/3	6	21.62876641663524	51.19178451795587
140903_5.0007.191/3	7	21.629050655208115	51.19126834617303
140903_5.0007.191/3	8	21.629496385262836	51.190509849195266
140903_5.0007.191/1	0	21.62876394746385	51.19185536781014
140903_5.0007.191/1	1	21.62985730347389	51.19004755882534
140903_5.0007.191/1	2	21.62988010715532	51.19000986030186
140903_5.0007.191/1	3	21.62981092372168	51.190013828487515
140903_5.0007.191/1	4	21.629786692008505	51.19005171447219
140903_5.0007.191/1	5	21.62959336985823	51.19035192268374
140903_5.0007.191/1	6	21.62954517952435	51.190426794140876
140903_5.0007.191/1	7	21.629496385262836	51.190509849195266
140903_5.0007.191/1	8	21.629050655208115	51.19126834617303
140903_5.0007.191/1	9	21.62876641663524	51.19178451795587
140903_5.0007.191/1	10	21.62876394746385	51.19185536781014
140903_5.0007.189/9	0	21.628623160991285	51.192043373772165
140903_5.0007.189/9	1	21.62876641663524	51.19178451795587
140903_5.0007.189/9	2	21.628767125765904	51.191626390342584
140903_5.0007.189/9	3	21.628509636606136	51.19201656591733
140903_5.0007.189/9	4	21.628623160991285	51.192043373772165
140903_5.0007.189/8	0	21.627904865347983	51.19327518442054
140903_5.0007.189/8	1	21.628646841060604	51.192048909878785
140903_5.0007.189/8	2	21.628623160991285	51.192043373772165
140903_5.0007.189/8	3	21.628605011079532	51.19207628264272
140903_5.0007.189/8	4	21.62828999214781	51.19259153980776
140903_5.0007.189/8	5	21.62813870956658	51.19283911142731
140903_5.0007.189/8	6	21.628089587497566	51.192919470787444
140903_5.0007.189/8	7	21.627905158009888	51.193233561872894
140903_5.0007.189/8	8	21.627904865347983	51.19327518442054
140903_5.0007.189/7	0	21.628646841060604	51.192048909878785
140903_5.0007.189/7	1	21.62876394746385	51.19185536781014
140903_5.0007.189/7	2	21.62876641663524	51.19178451795587
140903_5.0007.189/7	3	21.628623160991285	51.192043373772165
140903_5.0007.189/7	4	21.628646841060604	51.192048909878785
140903_5.0007.189/10	0	21.628767125765904	51.191626390342584
140903_5.0007.189/10	1	21.628773255232286	51.1900900662297
140903_5.0007.189/10	2	21.628254983879998	51.19013285312111
140903_5.0007.189/10	3	21.62825485760073	51.19022877087564
140903_5.0007.189/10	4	21.62829419808203	51.190228829314556
140903_5.0007.189/10	5	21.62828999214781	51.19259153980776
140903_5.0007.189/10	6	21.628605011079532	51.19207628264272
140903_5.0007.189/10	7	21.628623160991285	51.192043373772165
140903_5.0007.189/10	8	21.628509636606136	51.19201656591733
140903_5.0007.189/10	9	21.628767125765904	51.191626390342584
140903_5.0007.125/2	0	21.63038658661599	51.18919736583722
140903_5.0007.125/2	1	21.62958565888622	51.18917713715644
140903_5.0007.125/2	2	21.62952040585324	51.1891755105845
140903_5.0007.125/2	3	21.62684215926326	51.18908660133314
140903_5.0007.125/2	4	21.624158846860333	51.188992533846985
140903_5.0007.125/2	5	21.621547728414445	51.18890485330996
140903_5.0007.125/2	6	21.619138501380267	51.188820091599965
140903_5.0007.125/2	7	21.619027226254595	51.18880000471424
140903_5.0007.125/2	8	21.61895698623252	51.18876774472988
140903_5.0007.125/2	9	21.618878632883018	51.188685096996835
140903_5.0007.125/2	10	21.618877003060284	51.18874497512512
140903_5.0007.125/2	11	21.618919082665936	51.18878942993825
140903_5.0007.125/2	12	21.619005009062487	51.18882870859646
140903_5.0007.125/2	13	21.619130193953968	51.18885132883083
140903_5.0007.125/2	14	21.61946565919677	51.18886312724589
140903_5.0007.125/2	15	21.619812573751503	51.188875313519674
140903_5.0007.125/2	16	21.620433842749094	51.18889710125926
140903_5.0007.125/2	17	21.621056545111337	51.18891905788092
140903_5.0007.125/2	18	21.621544860509406	51.18893624160729
140903_5.0007.125/2	19	21.621650906934104	51.188939723461296
140903_5.0007.125/2	20	21.621943433817123	51.18894967533468
140903_5.0007.125/2	21	21.622294635944748	51.188961471883474
140903_5.0007.125/2	22	21.622644692717397	51.188973183579265
140903_5.0007.125/2	23	21.622967414617563	51.188983961040634
140903_5.0007.125/2	24	21.623214430085145	51.18899226426783
140903_5.0007.125/2	25	21.62333450308882	51.1889962991431
140903_5.0007.125/2	26	21.623459298834714	51.18900048851836
140903_5.0007.125/2	27	21.62369042982664	51.18900833601553
140903_5.0007.125/2	28	21.623853007432047	51.18901376187565
140903_5.0007.125/2	29	21.624073975472918	51.189021123437556
140903_5.0007.125/2	30	21.62415626680342	51.189023920675645
140903_5.0007.125/2	31	21.624459528730934	51.18903425846453
140903_5.0007.125/2	32	21.624702253526387	51.189042581450984
140903_5.0007.125/2	33	21.624861398413216	51.189048024238
140903_5.0007.125/2	34	21.625231067422153	51.18906070218695
140903_5.0007.125/2	35	21.626232162894002	51.189094811934545
140903_5.0007.125/2	36	21.62680348262145	51.18911431615268
140903_5.0007.125/2	37	21.627213510544404	51.18912829982723
140903_5.0007.125/2	38	21.627423177042996	51.18913553585969
140903_5.0007.125/2	39	21.627616955217682	51.189142047695746
140903_5.0007.125/2	40	21.627929379260618	51.18915277681789
