241601_1.0004.AR_3.358/6	1	19.294448008019355	50.482968362124645
241601_1.0004.AR_3.358/5	1	19.294448008019355	50.482968362124645
241601_1.0004.AR_3.358/4	1	19.294448008019355	50.482968362124645
241601_1.0001.AR_21.8499/5	100	19.363886604044758	50.4740215420672
241601_1.0001.AR_21.8500/6	100	19.363886604044758	50.4740215420672
241601_1.0001.AR_21.8500/5	100	19.363886604044758	50.4740215420672
241601_1.0001.AR_23.9598/5	1001	19.322379656721218	50.48032548752661
241601_1.0001.AR_23.9597/5	1001	19.322379656721218	50.48032548752661
241601_1.0001.AR_23.9598/3	1001	19.322379656721218	50.48032548752661
241601_1.0001.AR_23.9597/3	1001	19.322379656721218	50.48032548752661
241601_1.0001.AR_23.9599/4	1003	19.322501980027788	50.48104941846433
241601_1.0001.AR_23.9598/4	1003	19.322501980027788	50.48104941846433
241601_1.0001.AR_23.9599/2	1003	19.322501980027788	50.48104941846433
241601_1.0001.AR_23.9598/2	1003	19.322501980027788	50.48104941846433
241601_1.0001.AR_23.9599/5	1005	19.322361717118536	50.48033071349226
241601_1.0001.AR_23.9598/5	1005	19.322361717118536	50.48033071349226
241601_1.0001.AR_23.9599/3	1005	19.322361717118536	50.48033071349226
241601_1.0001.AR_23.9598/3	1005	19.322361717118536	50.48033071349226
241601_1.0001.AR_23.9601/4	1008	19.322475062273096	50.481057482098805
241601_1.0001.AR_23.9600/4	1008	19.322475062273096	50.481057482098805
241601_1.0001.AR_23.9601/2	1008	19.322475062273096	50.481057482098805
241601_1.0001.AR_23.9600/2	1008	19.322475062273096	50.481057482098805
241601_1.0001.AR_23.9600/4	1009	19.322484036980235	50.481054734311066
241601_1.0001.AR_23.9599/4	1009	19.322484036980235	50.481054734311066
241601_1.0001.AR_23.9600/2	1009	19.322484036980235	50.481054734311066
241601_1.0001.AR_23.9599/2	1009	19.322484036980235	50.481054734311066
241601_1.0001.AR_21.8499/5	101	19.36406376715931	50.47421149735876
241601_1.0001.AR_21.8500/5	101	19.36406376715931	50.47421149735876
241601_1.0001.AR_21.8499/4	101	19.36406376715931	50.47421149735876
241601_1.0001.AR_21.8500/4	101	19.36406376715931	50.47421149735876
241601_1.0001.AR_23.9600/5	1012	19.322343777511954	50.480335939455095
241601_1.0001.AR_23.9599/5	1012	19.322343777511954	50.480335939455095
241601_1.0001.AR_23.9600/3	1012	19.322343777511954	50.480335939455095
241601_1.0001.AR_23.9599/3	1012	19.322343777511954	50.480335939455095
241601_1.0001.AR_23.9601/5	1013	19.322334806116167	50.480338597368174
241601_1.0001.AR_23.9600/5	1013	19.322334806116167	50.480338597368174
241601_1.0001.AR_23.9601/3	1013	19.322334806116167	50.480338597368174
241601_1.0001.AR_23.9600/3	1013	19.322334806116167	50.480338597368174
241601_1.0001.AR_23.9602/4	1015	19.322466660468574	50.48105996841065
241601_1.0001.AR_23.9601/4	1015	19.322466660468574	50.48105996841065
241601_1.0001.AR_23.9602/2	1015	19.322466660468574	50.48105996841065
241601_1.0001.AR_23.9601/2	1015	19.322466660468574	50.48105996841065
241601_1.0001.AR_23.9602/5	1017	19.322326263595574	50.48034108164095
241601_1.0001.AR_23.9601/5	1017	19.322326263595574	50.48034108164095
241601_1.0001.AR_23.9602/3	1017	19.322326263595574	50.48034108164095
